headlines,sentiments,page,president
Third-quarter palay output likely below target,People are divided, Page: 289,Aquino III
Pinoy consumers 2nd most upbeat in world,Happy, Page: 289,Aquino III
US food exports to PH up 500% since 2003 - USDA,People are divided, Page: 289,Aquino III
Leading economic indicators point to slower Q4,Sad, Page: 289,Aquino III
Fewer Pinoys get agri jobs,Sad, Page: 289,Aquino III
"US economy steps up pace, but still sluggish",Happy, Page: 289,Aquino III
Tan leaves Treasury for World Bank post,Happy, Page: 289,Aquino III
Good time to borrow as BSP rates hit new lows,Happy, Page: 289,Aquino III
Import decline eases on higher electronic shipments,Happy, Page: 289,Aquino III
Fed sticks to stimulus; US economic growth 'moderate',People are divided, Page: 289,Aquino III
China manufacturing shows signs of recovery,Annoyed, Page: 290,Aquino III
"Jan-Sept budget deficit widens, but still below cap",Happy, Page: 290,Aquino III
FDI into Philippines up 10.6% in Jan-June - UNCTAD,Happy, Page: 290,Aquino III
Robust growth keeps PH on track to AEC 2015,Happy, Page: 290,Aquino III
Purisima to IMF: Handle Europe's crisis same as Asia's in '90s,Happy, Page: 290,Aquino III
World Bank prepares 3-year country strategy for PH,Happy, Page: 290,Aquino III
Electronics still PH's top traded product,Inspired, Page: 290,Aquino III
DOTC hires interim maintenance provider for MRT,Annoyed, Page: 290,Aquino III
PH may not get new financial aid from MCC,Inspired, Page: 290,Aquino III
Foreign investment in China falls further,Happy, Page: 290,Aquino III
"CCT can be used to buy votes, expert warns",Angry, Page: 291,Aquino III
"PH sells P188-B Treasury bonds, a new record",Happy, Page: 291,Aquino III
"All 6,000 eurozone banks to be supervised from 2014",People are divided, Page: 291,Aquino III
Aquino: infra key to sustained growth,Happy, Page: 291,Aquino III
"Cha-cha for economic growth? Not necessary, says Aquino",Inspired, Page: 291,Aquino III
China's economy slows to 7.4% in third quarter,Happy, Page: 291,Aquino III
New maintenance contractor for MRT-3 eyed,Happy, Page: 291,Aquino III
"Alcala eyes lower rice imports of 100,000 MT in 2013",Happy, Page: 291,Aquino III
ADB: Poor Pinoys have little access to microfinance,Sad, Page: 291,Aquino III
New stat plan to push for more statistics,Sad, Page: 291,Aquino III
High food prices top UN agenda on World Food Day,People are divided, Page: 292,Aquino III
"Insects are untapped livestock, says expert",Amused, Page: 292,Aquino III
Drilon takes over Recto post; sin tax report 'can stand',Happy, Page: 292,Aquino III
"PH to enjoy low inflation until 2016, says economist",Happy, Page: 292,Aquino III
"BIR collects P772-B in 9-mo, misses Sept. target",Sad, Page: 292,Aquino III
Malaysia pledges investments in Mindanao,Happy, Page: 292,Aquino III
"BIR, Customs to miss 2012 targets - think tank",Happy, Page: 292,Aquino III
House solons oppose Recto sin tax bill,Happy, Page: 292,Aquino III
"Japan extends $100-M loan for PPP, job programs",Happy, Page: 292,Aquino III
More Pinoys go hungry in 2012 - survey,Sad, Page: 292,Aquino III
China economy to dodge hard landing: IMF,Sad, Page: 293,Aquino III
Meralco defers bill deposit collection to 2013,Angry, Page: 293,Aquino III
Unemployment 30-M higher than before crisis,Afraid, Page: 293,Aquino III
'Wartime' debt threat to global economy: IMF,Sad, Page: 293,Aquino III
Singapore economy shrinks but avoids recession,People are divided, Page: 293,Aquino III
Oil advances on persistent Middle East tensions,People are divided, Page: 293,Aquino III
World's biggest economies post weaker growth,Happy, Page: 293,Aquino III
Aquino asks Congress for 'solidarity' in sin tax reform,Happy, Page: 293,Aquino III
ADB to extend $1.72-B to PH for dev't projects,Happy, Page: 293,Aquino III
NFA rice stocks only good for 2 weeks,Angry, Page: 293,Aquino III
Philippines mulls early export of sugar to prevent glut,Happy, Page: 294,Aquino III
Corn output seen to hit 7.8-M MT in 2012,Happy, Page: 294,Aquino III
Recto under fire for diluted sin tax bill,Angry, Page: 294,Aquino III
Lost revenues from shallot exports estimated at P723-M,Sad, Page: 294,Aquino III
Think-tank: Philippines to grow 5.7% to 6% in 2012,Happy, Page: 294,Aquino III
"Govt concedes, 2012 export target no longer attainable",Afraid, Page: 294,Aquino III
Slow global demand pulls August exports down by 9%,Afraid, Page: 294,Aquino III
Senate panel eyes lower sin tax revenue,Angry, Page: 294,Aquino III
Abaca exports fall in Jan-July on lower demand,Sad, Page: 294,Aquino III
PPP to hike broadband penetration in PH - Google exec,Inspired, Page: 294,Aquino III
Gov't raises P63-B from 25-yr T-bonds,Happy, Page: 295,Aquino III
Charter change unlikely to happen in 2012 - Belmonte,Happy, Page: 295,Aquino III
China slowdown bad for ASEAN exporters - IMF,Don't Care, Page: 295,Aquino III
"As West's crises bite, IMF cuts Asia's but keeps PH's growth forecast",Happy, Page: 295,Aquino III
"IMF cuts global forecast, says risks rising",People are divided, Page: 295,Aquino III
Growth in 'precarious' eurozone shrinking: IMF,People are divided, Page: 295,Aquino III
World Bank raises Philippines 2012 growth forecast to 5%,Inspired, Page: 295,Aquino III
World Bank cuts China 2012 growth forecast to 7.7%,Happy, Page: 295,Aquino III
World Bank slashes East Asia-Pacific 2012 growth forecast to 7.2%,People are divided, Page: 295,Aquino III
VAT use still below potential in PH - expert,Annoyed, Page: 295,Aquino III
Sept inflation slows down; BSP rate cut seen,Happy, Page: 296,Aquino III
Difficult to grow businesses in PH - Neda,Sad, Page: 296,Aquino III
"Amid hacking spree, NSO beefs up website",Happy, Page: 296,Aquino III
ADB open to extending more funds for PPPs,Happy, Page: 296,Aquino III
ADB revises 2012 Philippine growth target to 5.5%,Happy, Page: 296,Aquino III
Senior Pinoys to reach 23.63-M in 2050 - UNFPA,Angry, Page: 296,Aquino III
"600-M new jobs needed in Asia, Africa before 2030",Afraid, Page: 296,Aquino III
"Elections to boost 2012, 2013 Philippine economy - Abad",Amused, Page: 296,Aquino III
BPOs in Philippines stay resilient despite weather issues,Happy, Page: 296,Aquino III
Open access faces 6-month delay,Happy, Page: 296,Aquino III
Treasury to sell only P90-B notes in Q4,Happy, Page: 297,Aquino III
"Gov't still underspending, 8-mo deficit reaches only P71-B",Sad, Page: 297,Aquino III
"Merge SSS, GSIS to better protect Filipino seniors - ADB",Happy, Page: 297,Aquino III
"PPP Center drafting pipeline for 2013, 2014",Afraid, Page: 297,Aquino III
Electronics continue 2-year decline in total import share,Angry, Page: 297,Aquino III
Philippines to grow faster at 4.9% in 2012 - S&P,Happy, Page: 297,Aquino III
July imports decline 0.8% to $4.96-B,Happy, Page: 297,Aquino III
JAZA: Credibility key to PH's sustainable growth,Inspired, Page: 297,Aquino III
Buffaloes imported for stock ended up as steaks - COA,Angry, Page: 297,Aquino III
DA seeks addt'l P600M budget to prepare for El Niño,Angry, Page: 297,Aquino III
'Only tuna industry will benefit from EU-PH trade deal',Annoyed, Page: 298,Aquino III
Jan-June total investment pledges down 23.2% - NSCB,Happy, Page: 298,Aquino III
BPO sector's success 'unparalleled' - PNoy,Happy, Page: 298,Aquino III
Neda Board ok's projects worth P18.56B,Happy, Page: 298,Aquino III
"Reforms in road, bridge projects save gov't over P10-B",Happy, Page: 298,Aquino III
Underemployment hits 6-year high at 22.7% in July,Happy, Page: 298,Aquino III
Gov't projects under Aquino up to 30% cheaper,Don't Care, Page: 298,Aquino III
Remittances stay resilient: Filipinos abroad send $13.3-B in Jan-July,Don't Care, Page: 298,Aquino III
Philippine economy to grow close to 6% in 2012 - official,Happy, Page: 298,Aquino III
BPI president Montinola: Is Philippine growth sustainable?,Happy, Page: 298,Aquino III
Universities urged to hire more corporate execs as professors,Happy, Page: 299,Aquino III
"US banana market bigger than China, says Alcala",Happy, Page: 299,Aquino III
Strong peso? PH exporters go for volume,Happy, Page: 299,Aquino III
Factory output growth slows to 4.7%,Angry, Page: 299,Aquino III
BIR misses tax collection goal anew,Happy, Page: 299,Aquino III
"BSP keeps rates steady, hikes inflation forecasts",Happy, Page: 299,Aquino III
"'PH at risk of prolonged low wages, high unemployment'",Angry, Page: 299,Aquino III
"Manila to ship 138,827 MT of sugar to US",Angry, Page: 299,Aquino III
PH economy to grow 5.5%-6% in 2012 - think tank,Annoyed, Page: 299,Aquino III
Decline in NFA rice pulls down country stock at end-August,Happy, Page: 299,Aquino III
PH may not be ready for ASEAN integration - expert,Inspired, Page: 300,Aquino III
"Philippine exports up 7.8% in July, electronics down 25%",Happy, Page: 300,Aquino III
"Lawmakers criticize BIR, Customs for missing targets",Angry, Page: 300,Aquino III
Foreign direct investments up 11% to $917-M in January-June,Happy, Page: 300,Aquino III
"Peso closes at P41.615 to the dollar, a 4.5-yr high",Angry, Page: 300,Aquino III
Philippine economy can't do without OFW remittances - Neda,Happy, Page: 300,Aquino III
Asian bond markets 'safe haven' amid crisis,Angry, Page: 300,Aquino III
"Filipino exporters of piña, Abaca fibers eye India",Happy, Page: 300,Aquino III
China attractive market for Philippine coffee,Sad, Page: 300,Aquino III
New JV projects to go through ICC - Neda,Happy, Page: 300,Aquino III
Q3 palay output growth seen below forecast,Don't Care, Page: 301,Aquino III
No overpricing of oil - economist,Happy, Page: 301,Aquino III
Customs misses August collections target,Angry, Page: 301,Aquino III
PH vs ADB on rice sufficiency: Gov't confident of 2013 goal,Happy, Page: 301,Aquino III
More youth to find it harder to get jobs - ILO,Sad, Page: 301,Aquino III
"Typhoons, floods hike August inflation to 3.8%",Happy, Page: 301,Aquino III
Filipinos among most active online bargain seekers in Asia - Nielsen,Happy, Page: 301,Aquino III
PH rice self-sufficiency goal not attainable - ADB,Don't Care, Page: 301,Aquino III
"NEDA board OKs LRT-2 extension, airport projects",Happy, Page: 301,Aquino III
PH may fail to reduce poverty by half in 3 yrs,Don't Care, Page: 301,Aquino III
Free trade agreements 'more political than economic',Happy, Page: 302,Aquino III
Philippines may not be 'ready for 2015 Asean free trade',Sad, Page: 302,Aquino III
"PH ready to ship more sugar to US, other markets",Happy, Page: 302,Aquino III
"ADB, P&G explore building 'waste-to-energy' plant",Angry, Page: 302,Aquino III
"Think tank sees PH growth hitting 5% in 2012, 2013",Happy, Page: 302,Aquino III
Philippines' goal not to import rice may harm world market: ADB,Happy, Page: 302,Aquino III
Philippines still a long way from licking poverty,Angry, Page: 302,Aquino III
Gov't still confident of rolling out 8 PPP projects in 2012,Inspired, Page: 302,Aquino III
Philippine economy grows 5.9% in Q2,Happy, Page: 302,Aquino III
Why the Philippines is Asia's bright spot,Happy, Page: 302,Aquino III
World Bank: Philippines in better position to attain MDGs with CCTs,Happy, Page: 303,Aquino III
Purchase of PAL planes pushes imports up 13.3% in June,Happy, Page: 303,Aquino III
Economists expect Philippines to grow slower than 6.4% in Q2,Angry, Page: 303,Aquino III
"MVP: Here's my Twitter, follow me maybe?",Happy, Page: 303,Aquino III
PH growth may slow in Q3 - NSCB,Sad, Page: 303,Aquino III
PH may export bananas to US territory by yearend,Angry, Page: 303,Aquino III
"Monsoon, 'Helen' hike veggie prices by P20/kilo",Happy, Page: 303,Aquino III
Impact of floods to be considered in PH economic blueprint,Happy, Page: 303,Aquino III
PH economy stronger if peso-dollar rate at 50:1,Happy, Page: 303,Aquino III
Enrile pushes for 'ad valorem' tax on tobacco,Happy, Page: 303,Aquino III
BIR misses 7-month tax collection goal,Happy, Page: 304,Aquino III
"Still resilient: OFW remittances reach $11.3-B in Jan-June, up 5.3%",Don't Care, Page: 304,Aquino III
Tax payments from self-employed jump 38% in 2011 to P10.19-B,Don't Care, Page: 304,Aquino III
National debt up 6% to P5.1-T in June,Don't Care, Page: 304,Aquino III
Farm output inches up 0.93% in H1,Angry, Page: 304,Aquino III
Philippine forex reserves in July hit historic high of $79.3-B,Happy, Page: 304,Aquino III
'Gener' pushes July inflation to 3.2%,Happy, Page: 304,Aquino III
"Rain to immediately impact prices, incomes - NEDA",Happy, Page: 304,Aquino III
No new taxes in Philippines in 2013,Angry, Page: 304,Aquino III
2.14-M tourists visited Philippines in Jan-June,Happy, Page: 304,Aquino III
Gov't sets higher 2013 tax effort goal,Happy, Page: 305,Aquino III
Slow spending still behind low 6-mo deficit of P34.48-B,Happy, Page: 305,Aquino III
"May imports at 8-month high, but electronics still down",Sad, Page: 305,Aquino III
IMF hikes PH growth forecasts,Happy, Page: 305,Aquino III
Aquino praises 'proactive' economic team,Happy, Page: 305,Aquino III
Personal remittances up 5.5% to $9.3-B in 5 mos,Amused, Page: 305,Aquino III
China's Wen: economic hardship ahead,Happy, Page: 305,Aquino III
Mindanao inflation rate pulls down national average,Amused, Page: 305,Aquino III
PH debt in May climbs 7.8% to P5.147-T,Sad, Page: 305,Aquino III
"China grows 7.6% in Q2, slowest pace in 3 years",Happy, Page: 305,Aquino III
Singapore GDP down 1.1% in Q2: govt,Afraid, Page: 306,Aquino III
"No sin tax reforms, no investments - BAT",Happy, Page: 306,Aquino III
BIR exceeds June target tax collections,Happy, Page: 306,Aquino III
"Landmark treaty between EU, PH signed",Happy, Page: 306,Aquino III
"8% growth for PH? Depends on euro crisis, says official",Happy, Page: 306,Aquino III
Asian markets fall on weakening China imports,People are divided, Page: 306,Aquino III
"Exports grow 19.7% in May, highest in 17 months",Happy, Page: 306,Aquino III
US officials in rare business trip to Myanmar,Happy, Page: 306,Aquino III
S&P upgrade proves good governance - Palace,Happy, Page: 306,Aquino III
Obama calls for rebuilding of US economy,Inspired, Page: 306,Aquino III
New EU head Cyprus urges 'fair deal' eurozone debt-sharing,People are divided, Page: 307,Aquino III
Bulk of 2013 govt borrowings to be sourced locally,Happy, Page: 307,Aquino III
IMF chief warns of slowing global growth,Afraid, Page: 307,Aquino III
Peso to outperform ASEAN currencies in 2012 - Merrill Lynch,Happy, Page: 307,Aquino III
Italy to cut spending by 26-B euros over 3 yrs,Afraid, Page: 307,Aquino III
UN calls for 'billionaires tax' to help world's poor,Amused, Page: 307,Aquino III
PNoy: We will work for investment grade status,Happy, Page: 307,Aquino III
Businessman in PNP chopper scam faces tax evasion raps,Inspired, Page: 307,Aquino III
Inflation eases anew in June,Happy, Page: 307,Aquino III
Markets bet on ECB rate cut in wake of EU summit deal,People are divided, Page: 307,Aquino III
S&P now rates PH one notch below investment grade,Happy, Page: 308,Aquino III
EU bond bailout deal remains valid: German FM,People are divided, Page: 308,Aquino III
IMF warns US against cutting deficit too fast,Inspired, Page: 308,Aquino III
Foreign investment pledges down 16% in Q1,Sad, Page: 308,Aquino III
PH a breakout nation?,Inspired, Page: 308,Aquino III
